,Filename,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Largest Included Sphere,Largest Free Sphere,Included Sphere Along Free Sphere Path
3491,mokyap32_P1_H,615.478,1686.6,1282.21,11.43278,10.68647,11.43278
3492,mokyap33_P1_H,616.774,1690.15,1284.91,11.4348,10.68708,11.4348
3493,mokyap34_P1_H,617.443,1691.99,1286.3,11.4427,10.69848,11.43385
3494,mokyap35_P1_H,617.664,1692.59,1286.76,11.44243,10.69848,11.4336
3495,mokyap36_P1_H,615.58,1686.87,1282.42,11.4347,10.68755,11.4347
3496,mokyap37_P1_H,617.481,1692.07,1286.38,11.44494,10.69299,11.44494
3497,mokyap38_P1_H,617.053,1690.9,1285.49,11.44382,10.69568,11.44382
3498,mokyap39_P1_H,615.127,1685.63,1281.48,11.41833,10.67005,11.41833
3499,mokyap40_P1_H,616.739,1690.06,1284.84,11.44633,10.69485,11.44633
3500,mokyap41_P1_H,616.739,1690.06,1284.84,11.44633,10.69485,11.44633
3501,mokyap42_P1_H,616.739,1690.06,1284.84,11.44633,10.69485,11.44633
3502,mokyap43_P1_H,615.791,1687.43,1282.86,11.42892,10.68323,11.42892
3503,mokyap44_P1_H,614.868,1684.89,1280.94,11.42426,10.67875,11.42426
3504,mokyap45_P1_H,618.011,1693.52,1287.49,11.44016,10.69108,11.43986
3505,mokyap46_P1_H,617.929,1693.29,1287.31,11.43986,10.68907,11.43986
3506,mokyap47_P1_H,617.91,1693.24,1287.28,11.44329,10.69377,11.44329
3507,mokyap48_P1_H,615.173,1685.7,1281.57,11.41726,10.66962,11.41726
3508,mokyap49_P1_H,615.407,1686.36,1282.06,11.41723,10.66963,11.41723
3509,mokyap50_P1_H,615.336,1686.15,1281.91,11.42111,10.67411,11.4211
3510,mokyap51_P1_H,614.583,1684.08,1280.34,11.42071,10.67411,11.42071
3511,mokyap52_P1_H,615.02,1685.27,1281.26,11.41677,10.66952,11.41677
3512,mokyap53_P1_H,617.361,1691.7,1286.13,11.43802,10.68482,11.43706
3513,mokyap54_P1_H,617.464,1691.98,1286.35,11.43802,10.68482,11.43706
3514,mokyap55_P1_H,617.44,1691.9,1286.3,11.43761,10.68926,11.43761
3515,mokyap56_P1_H,619.137,1696.54,1289.83,11.4518,10.69352,11.4518
3516,mokyap57_P1_H,617.357,1691.65,1286.12,11.43411,10.68725,11.43411
3517,mokyap58_P1_H,617.367,1691.67,1286.15,11.43365,10.68712,11.43365
3518,mokyap59_P1_H,617.013,1690.7,1285.41,11.43325,10.68725,11.43325
3519,mokyap60_P1_H,618.337,1694.33,1288.16,11.44507,10.69639,11.44414
3520,mokyap61_P1_H,618.658,1695.16,1288.83,11.44218,10.69604,11.44218
3521,mokyap62_P1_H,616.905,1690.38,1285.18,11.43056,10.68269,11.43056
3522,mokyap63_P1_H,616.49,1689.22,1284.32,11.438,10.68716,11.438
3523,mokyap64_P1_H,616.49,1689.22,1284.32,11.438,10.68716,11.438
3524,mokyap65_P1_H,612.758,1678.73,1276.54,11.46833,10.72351,11.46833
3525,mokyap66_P1_H,616.49,1689.22,1284.32,11.438,10.68716,11.438
3526,mokyap67_P1_H,616.49,1689.22,1284.32,11.438,10.68716,11.438
3527,mokyap68_P1_H,614.889,1684.8,1280.98,11.42664,10.67808,11.42664
3528,mokyap69_P1_H,614.889,1684.8,1280.98,11.42664,10.67808,11.42664
3529,mokyap70_P1_H,616.346,1688.77,1284.02,11.44809,10.6918,11.44576
3530,mokyap71_P1_H,616.346,1688.77,1284.02,11.44809,10.6918,11.44576
3531,mokyap72_P1_H,616.346,1688.77,1284.02,11.44809,10.6918,11.44576
3532,mokyap73_P1_H,617.679,1692.39,1286.79,11.43604,10.68719,11.43604
3533,mokyap74_P1_H,616.695,1689.7,1284.74,11.43834,10.6865,11.43834
3534,mokyap75_P1_H,616.739,1689.82,1284.84,11.43834,10.6865,11.43834
3535,mokyap76_P1_H,615.207,1685.59,1281.64,11.42031,10.67158,11.42031
3536,mokyap77_P1_H,618.215,1693.84,1287.91,11.44976,10.69365,11.44976
3537,mokyap78_P1_H,618.215,1693.84,1287.91,11.44976,10.69365,11.44976
3538,mokyap79_P1_H,616.217,1688.32,1283.75,11.42527,10.67761,11.42527
3539,mokyap80_P1_H,615.916,1687.49,1283.12,11.43344,10.68657,11.43344
3540,mokyap81_P1_H,615.866,1687.35,1283.02,11.42877,10.68065,11.42877
3541,mokyap82_P1_H,615.147,1685.38,1281.52,11.42877,10.68065,11.42877
3542,mokyap83_P1_H,616.368,1688.72,1284.06,11.43553,10.6906,11.43524
3543,mokyap84_P1_H,616.397,1688.77,1284.12,11.43139,10.68533,11.43139
3544,mokyap85_P1_H,615.65,1686.7,1282.57,11.42969,10.68024,11.42969
3545,mokyap86_P1_H,616.169,1688.13,1283.65,11.43351,10.68547,11.43321
3546,mokyap87_P1_H,616.109,1687.96,1283.52,11.43351,10.68547,11.43351
3547,mokyap88_P1_H,617.324,1691.26,1286.06,11.43446,10.68471,11.43446
3548,mokyap89_P1_H,615.769,1686.99,1282.81,11.41228,10.66436,11.41228
3549,mokyap90_P1_H,615.769,1686.99,1282.81,11.41228,10.66436,11.41228
3550,mokyap91_P1_H,615.34,1685.81,1281.92,11.42475,10.67327,11.42475
3551,mokyap92_P1_H,615.291,1685.66,1281.82,11.42912,10.67685,11.42912
3552,mokyap93_P1_H,615.495,1686.21,1282.25,11.43214,10.68226,11.43214
3553,mokyap94_P1_H,615.495,1686.21,1282.25,11.43214,10.68226,11.43214
3554,mokyap95_P1_H,616.976,1690.25,1285.33,11.4373,10.68542,11.4373
3555,mokyap96_P1_H,616.323,1688.43,1283.97,11.41712,10.6643,11.41712
3556,mokyap97_P1_H,616.557,1689.08,1284.46,11.41712,10.6643,11.41712
3557,mokyap98_P1_H,616.557,1689.08,1284.46,11.41712,10.6643,11.41712
3558,mokyap99_P1_H,616.689,1689.41,1284.73,11.41939,10.66878,11.41939
3559,mokyap_P1_H,612.785,1678.86,1276.6,11.46801,10.73003,11.43434
3561,mollad01_P1_H,614.031,1679.88,1279.2,11.49762,10.75097,11.48553
3562,mollad02_P1_H,613.324,1677.99,1277.72,11.50085,10.75093,11.49978
3563,mollad03_P1_H,612.79,1676.59,1276.61,11.49774,10.74825,11.49752
3564,mollad04_P1_H,613.362,1678.27,1277.8,11.49835,10.74899,11.47431
3565,mollad05_P1_H,613.026,1677.39,1277.1,11.49894,10.74626,11.49786
3566,mollad06_P1_H,612.929,1677.17,1276.9,11.49886,10.74621,11.49779
3567,mollad07_P1_H,613.204,1678.0,1277.47,11.49911,10.74632,11.49803
3568,mollad08_P1_H,612.813,1677.01,1276.66,11.49883,10.74625,11.49826
3569,mollad09_P1_H,612.263,1675.58,1275.51,11.50268,10.74387,11.44757
3570,mollad10_P1_H,613.149,1678.05,1277.36,11.50305,10.74553,11.45878
3571,mollad11_P1_H,613.113,1677.99,1277.28,11.50295,10.74548,11.4576
3572,mollad12_P1_H,612.864,1677.38,1276.76,11.50393,10.74553,11.50393
3573,mollad13_P1_H,611.884,1674.73,1274.72,11.50295,10.74398,11.49582
3574,mollad14_P1_H,612.006,1675.13,1274.98,11.50198,10.7492,11.50198
3575,mollad15_P1_H,612.522,1676.63,1276.05,11.50235,10.74574,11.48154
3576,mollad16_P1_H,612.829,1677.51,1276.69,11.50246,10.74574,11.47931
3577,mollad17_P1_H,612.475,1676.6,1275.95,11.50207,10.74419,11.48793
3578,mollad18_P1_H,612.431,1676.52,1275.86,11.50043,10.74765,11.50039
3579,mollad20_P1_H,612.422,1676.6,1275.84,11.49856,10.74302,11.4982
3580,mollad21_P1_H,612.379,1676.5,1275.75,11.49834,10.74301,11.49834
3581,mollad22_P1_H,612.946,1678.11,1276.94,11.49609,10.74306,11.46215
3582,mollad23_P1_H,611.904,1675.3,1274.76,11.4998,10.74446,11.4998
3583,mollad24_P1_H,611.899,1675.33,1274.75,11.50251,10.74384,11.4826
3584,mollad25_P1_H,612.247,1676.31,1275.48,11.5024,10.74617,11.48151
3585,mollad26_P1_H,611.494,1674.3,1273.91,11.50264,10.74356,11.50264
3586,mollad27_P1_H,611.164,1673.43,1273.22,11.50106,10.74282,11.50106
3587,mollad28_P1_H,611.584,1674.61,1274.1,11.50142,10.74292,11.50142
3588,mollad29_P1_H,611.597,1674.69,1274.13,11.50164,10.74298,11.50122
3589,mollad30_P1_H,611.586,1674.7,1274.1,11.49975,10.74298,11.49975
3590,mollad31_P1_H,611.239,1673.77,1273.38,11.49949,10.74298,11.49948
3591,mollad32_P1_H,611.321,1674.04,1273.55,11.49608,10.73815,11.49608
3592,mollad33_P1_H,612.364,1676.93,1275.72,11.4938,10.73813,11.4938
3593,mollad34_P1_H,612.299,1676.77,1275.59,11.49765,10.7411,11.49319
3594,mollad35_P1_H,612.282,1676.77,1275.55,11.49416,10.73818,11.49416
3595,mollad36_P1_H,611.236,1673.93,1273.37,11.49175,10.73829,11.49175
3596,mollad37_P1_H,611.393,1674.37,1273.7,11.49187,10.73829,11.45359
3597,mollad38_P1_H,611.757,1675.41,1274.46,11.48963,10.73818,11.48963
3598,mollad39_P1_H,611.767,1675.46,1274.48,11.48967,10.73824,11.48967
3599,mollad40_P1_H,611.154,1673.82,1273.2,11.48346,10.73832,11.48346
3600,mollad41_P1_H,611.456,1674.68,1273.83,11.486,10.7366,11.47046
3601,mollad42_P1_H,611.887,1675.89,1274.73,11.48608,10.73662,11.47238
3602,mollad43_P1_H,611.399,1674.57,1273.71,11.48611,10.73667,11.4724
3603,mollad44_P1_H,612.099,1676.51,1275.17,11.48623,10.73674,11.48623
3604,mollad45_P1_H,611.284,1674.29,1273.47,11.48285,10.7368,11.48285
3605,mollad46_P1_H,611.116,1673.86,1273.12,11.48495,10.73683,11.45766
3606,mollad47_P1_H,611.766,1675.67,1274.48,11.48273,10.73506,11.43111
3607,mollad48_P1_H,612.272,1677.07,1275.53,11.48109,10.73503,11.48109
3608,mollad49_P1_H,612.263,1677.07,1275.51,11.48289,10.73503,11.45351
3609,mollad50_P1_H,611.938,1676.21,1274.84,11.48084,10.73328,11.45296
3610,mollad51_P1_H,611.451,1674.9,1273.82,11.48083,10.73328,11.45288
3611,mollad52_P1_H,611.554,1675.2,1274.04,11.47771,10.73337,11.46957
3612,mollad53_P1_H,611.786,1675.85,1274.52,11.47897,10.73156,11.45008
3613,mollad54_P1_H,612.659,1678.26,1276.34,11.47407,10.7298,11.44233
3614,mollad55_P1_H,612.813,1678.7,1276.66,11.47477,10.72985,11.47415
3615,mollad56_P1_H,612.768,1678.59,1276.56,11.47603,10.72888,11.47439
3616,mollad57_P1_H,612.615,1678.2,1276.25,11.47594,10.72884,11.47427
3617,mollad58_P1_H,612.967,1679.17,1276.98,11.47604,10.72885,11.47435
3618,mollad59_P1_H,612.185,1677.04,1275.35,11.47307,10.72544,11.4692
3619,mollad60_P1_H,612.425,1677.72,1275.85,11.47411,10.72703,11.47249
3620,mollad61_P1_H,612.413,1677.69,1275.82,11.47239,10.72535,11.46987
3621,mollad62_P1_H,612.501,1677.94,1276.01,11.47206,10.7253,11.47104
3622,mollad63_P1_H,612.551,1678.09,1276.11,11.47099,10.72525,11.44664
3623,mollad64_P1_H,612.094,1676.86,1275.16,11.46882,10.71743,11.46488
3624,mollad65_P1_H,612.569,1678.17,1276.15,11.46895,10.72242,11.46506
3625,mollad66_P1_H,611.709,1675.83,1274.36,11.46902,10.72543,11.45654
3626,mollad67_P1_H,611.769,1676.01,1274.48,11.46896,10.72539,11.45599
3627,mollad_P1_H,613.848,1679.3,1278.81,11.49558,10.751,11.49484
3631,mombey01_P1_H,611.082,1667.65,1273.05,11.47249,10.78237,11.47177
3632,mombey02_P1_H,611.286,1668.28,1273.48,11.47665,10.78262,11.47593
3633,mombey03_P1_H,611.793,1669.77,1274.53,11.47312,10.78381,11.47312
3634,mombey04_P1_H,611.768,1669.72,1274.48,11.47312,10.78381,11.47311
3635,mombey05_P1_H,612.109,1670.76,1275.19,11.47984,10.78401,11.47984
3636,mombey06_P1_H,612.164,1670.95,1275.3,11.47987,10.7831,11.47987
3637,mombey07_P1_H,611.983,1670.56,1274.93,11.48403,10.78334,11.48402
3638,mombey08_P1_H,612.069,1670.85,1275.11,11.48552,10.78354,11.48552
3639,mombey09_P1_H,612.96,1673.4,1276.96,11.48188,10.78314,11.48188
3640,mombey10_P1_H,612.513,1672.25,1276.03,11.48206,10.78127,11.48206
3641,mombey11_P1_H,612.908,1673.37,1276.86,11.48204,10.7803,11.48204
3642,mombey12_P1_H,612.993,1673.65,1277.03,11.48208,10.78033,11.48207
3643,mombey13_P1_H,612.382,1672.15,1275.76,11.47768,10.77874,11.47768
3644,mombey14_P1_H,612.852,1673.49,1276.74,11.48165,10.77875,11.48093
3645,mombey15_P1_H,613.299,1674.78,1277.67,11.48178,10.77615,11.48105
3646,mombey16_P1_H,613.404,1675.23,1277.89,11.48182,10.77241,11.48182
3647,mombey17_P1_H,613.858,1676.5,1278.83,11.4826,10.77143,11.48259
3648,mombey18_P1_H,613.936,1676.82,1279.0,11.48675,10.77168,11.48602
3649,mombey19_P1_H,614.0,1677.02,1279.13,11.48674,10.77168,11.48601
3650,mombey20_P1_H,613.037,1674.51,1277.12,11.48054,10.77186,11.48054
3651,mombey21_P1_H,613.46,1675.71,1278.01,11.48442,10.7718,11.48442
3652,mombey22_P1_H,614.145,1677.69,1279.43,11.48458,10.76925,11.48384
3653,mombey23_P1_H,614.318,1678.23,1279.79,11.48855,10.7693,11.48252
3654,mombey24_P1_H,614.395,1678.61,1279.95,11.48464,10.76641,11.48464
3655,mombey25_P1_H,614.371,1678.58,1279.9,11.48463,10.76639,11.4839
3656,mombey26_P1_H,614.45,1678.9,1280.07,11.48678,10.76775,11.48677
3657,mombey27_P1_H,614.656,1679.57,1280.5,11.48569,10.76471,11.48569
3658,mombey28_P1_H,613.804,1677.25,1278.72,11.48604,10.76509,11.48604
3659,mombey29_P1_H,613.748,1677.16,1278.61,11.48941,10.76328,11.48765
3660,mombey30_P1_H,613.941,1677.86,1279.01,11.49018,10.76326,11.46162
3661,mombey31_P1_H,613.413,1676.56,1277.91,11.48962,10.76339,11.48515
3662,mombey32_P1_H,613.774,1677.6,1278.66,11.49323,10.76075,11.48898
3663,mombey33_P1_H,615.217,1681.63,1281.67,11.49013,10.75725,11.46367
3664,mombey34_P1_H,614.177,1678.86,1279.5,11.49544,10.76161,11.49544
3665,mombey35_P1_H,613.561,1677.23,1278.22,11.49035,10.75975,11.47473
3666,mombey36_P1_H,613.521,1677.22,1278.13,11.49161,10.75999,11.48345
3667,mombey37_P1_H,613.088,1676.16,1277.23,11.4949,10.75931,11.47192
3668,mombey38_P1_H,613.551,1677.49,1278.2,11.49627,10.75931,11.48741
3669,mombey39_P1_H,613.279,1676.8,1277.63,11.49415,10.75833,11.49032
3670,mombey40_P1_H,613.61,1677.82,1278.32,11.49766,10.75817,11.49585
3671,mombey41_P1_H,613.81,1678.43,1278.74,11.49668,10.75542,11.46968
3672,mombey42_P1_H,614.018,1679.08,1279.17,11.497,10.75359,11.4922
3673,mombey43_P1_H,613.102,1676.58,1277.26,11.49723,10.75384,11.49242
3674,mombey46_P1_H,614.303,1680.08,1279.76,11.49215,10.75457,11.48844
3675,mombey47_P1_H,614.35,1680.33,1279.86,11.4914,10.74954,11.49022
3676,mombey48_P1_H,614.078,1679.63,1279.29,11.49571,10.75257,11.49535
3677,mombey49_P1_H,613.907,1679.23,1278.94,11.49563,10.75254,11.49354
3678,mombey50_P1_H,613.499,1678.23,1278.09,11.49686,10.7497,11.49099
3679,mombey51_P1_H,613.413,1678.02,1277.91,11.49813,10.75274,11.49813
3680,mombey_P1_H,611.169,1667.85,1273.23,11.47246,10.78327,11.47174
3681,momsue_P1_H,3318.28,1800.84,1461.1,11.36142,8.35326,11.36142
3683,monxiy_P1,9096.57,1594.9,1872.07,14.80939,9.20377,14.80939
3684,mopfoo_P1,1034.13,2426.77,2043.46,6.85711,4.06151,6.85711
3685,moqbec21_P1_H,670.788,1683.12,1438.76,11.52143,11.09253,11.52035
3686,moqbec22_P1_H,670.788,1683.12,1438.76,11.52143,11.09253,11.52035
3687,moqbec38_P1_H,668.289,1676.79,1433.4,11.53957,11.02462,11.53775
3688,moqbec39_P1_H,668.289,1676.79,1433.4,11.53957,11.02462,11.53775
3689,moqbec40_P1_H,669.195,1679.07,1435.35,11.53957,11.02908,11.53773
3690,moqbec47_P1_H,671.985,1685.36,1441.33,11.52364,11.10272,11.52364
3691,moqbec48_P1_H,672.206,1685.92,1441.8,11.52364,11.10929,11.52364
3692,morfad10_P1_H,665.226,1705.97,1429.03,11.58765,10.81032,11.58605
3693,morfad11_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3694,morfad12_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3695,morfad13_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3696,morfad14_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3697,morfad15_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3698,morfad16_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3699,morfad17_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3700,morfad18_P1_H,665.229,1705.97,1429.04,11.58765,10.81032,11.58605
3701,morfad19_P1_H,665.395,1706.4,1429.4,11.58765,10.81032,11.58605
3702,morfad20_P1_H,665.395,1706.4,1429.4,11.58765,10.81032,11.58605
3703,morfad21_P1_H,665.334,1706.25,1429.26,11.58794,10.81032,11.58634
3704,morfad22_P1_H,665.184,1705.88,1428.94,11.58793,10.81476,11.58633
3705,morfad23_P1_H,665.124,1705.73,1428.81,11.58793,10.81476,11.58633
3708,moshua_P1_H,2722.9,1685.59,2383.38,10.48532,9.63941,10.48532
3710,mospao_P1,2726.4,1345.77,1311.42,9.43759,3.87825,9.43643
3711,mosxaw_P1,239.299,747.269,503.576,5.36643,4.35888,5.32061
3712,motpod_P1,223.353,1240.69,693.403,6.08831,3.20905,5.967
3713,motqaq_P1,192.965,1098.32,599.063,5.71619,3.22024,5.70007
3714,movvur_P1,946.677,1720.35,1304.01,5.97097,4.33504,5.96654
3715,moxdot01_P1_charged,1741.42,2121.02,2304.53,6.98839,4.88256,6.98611
3716,moxdot_P1_charged,1199.4,1460.86,1468.28,6.7739,4.90083,6.77203
3717,moxhuf_P1,1397.13,1622.17,1450.35,5.8094,4.46224,5.8094
3718,moxkan_P1,787.336,1080.41,723.827,5.26243,3.7867,5.25495
3719,moyjui_P1,1869.11,1835.64,1898.76,9.07321,6.91454,9.07029
3720,moymet_P1,426.374,1082.08,963.261,9.11243,8.43172,9.11025
3721,moyyef_P1,878.003,2067.57,2054.02,6.13387,5.40564,6.13387
3722,moyyij_P1,2914.37,2345.15,3030.19,10.64361,8.75963,10.64361
3725,mozfir_P1,27.4467,485.281,208.156,3.97736,2.94382,3.91876
3726,mubbap_P1_charged,1097.63,2513.3,3523.13,8.74922,6.98208,8.74469
3729,mudtaj_P1,447.39,896.359,602.18,3.92312,3.10731,3.92235
3730,mufxui_P1,159.802,662.029,302.598,3.95569,2.93529,3.95569
3731,mufyap_P1,160.943,665.973,306.048,3.92613,2.9546,3.89847
3733,muhnag_P1,117.0,1246.44,888.172,5.2054,3.59701,5.2054
3734,muhpai_P1,207.286,719.214,472.475,5.12215,3.79398,5.10616
3735,mujkaf_P1,851.987,2301.13,2421.11,7.09727,4.39477,6.63221
3736,mujmuc_P1,718.424,1431.57,1227.01,4.81248,3.68127,4.75915
3737,mujnaj_P1,836.314,1555.4,1428.36,7.08965,4.94877,7.08965
3738,mukriu_P1_charged,268.0,723.456,409.944,4.87615,2.90789,4.87615
3739,mukriw01_P1_charged,3203.8,3400.57,5393.1,9.14961,4.44261,9.14879
3740,mukriw02_P1_charged,3196.28,3391.77,5380.44,9.07563,4.50086,9.06856
3741,mukriw_P1_charged,3178.11,3434.02,5349.87,9.25126,4.2936,9.25014
3743,mulqoa_P1,569.646,2129.57,1593.07,5.79833,5.1205,5.78521
3744,mulxoi_P1,1640.09,2397.05,2852.43,8.00642,6.6841,7.98815
3745,mumfuy_P1,406.874,729.694,378.439,4.23447,2.9947,4.07701
3746,mundeg_P1_H,3210.08,2427.07,2714.91,12.84622,9.24887,12.84622
3747,mundoq_P1_H,3228.92,2453.19,2806.66,13.22507,10.09253,13.22507
3748,munlue_P1_H,616.881,1571.54,1147.52,8.36355,6.28006,8.36355
3749,munpan_P1_H,837.143,2195.38,2576.01,7.41038,6.40967,7.39212
3751,muqmod_P1,936.969,1457.29,1031.03,4.58382,3.34019,4.58382
3752,muqmuj_P1,992.106,1463.36,1107.74,4.34698,3.20002,4.32712
3753,muqnaq_P1,910.393,1341.47,819.403,4.41467,3.40049,4.41467
3754,muqsau_P1_H,1043.67,1464.8,1163.48,6.08311,5.24591,6.07348
3755,murbei_P1_charged,637.612,1900.95,1732.08,6.67257,4.3641,6.65662
3756,murdah_P1,3120.61,1925.45,1484.64,8.86648,6.19584,8.86648
3757,murtuo_P1,117.949,992.952,461.11,5.08113,4.06852,5.08113
3758,muscin_P1,1154.11,1453.8,1174.5,6.31892,4.95395,6.31142
3760,musvee_P1_charged_H,2436.46,1927.72,4150.84,14.45184,13.45634,14.44086
3761,mutdem_P1,1373.1,1862.4,1806.69,7.7486,3.51419,7.7486
3762,mutdiq_P1,1451.21,1861.8,1922.32,8.28155,3.68976,8.28155
3764,muvgoa_P1,750.127,1781.52,1792.72,5.01959,3.51548,5.01959
3765,muvlum_P1_charged,396.669,1544.76,1273.91,7.17452,3.68035,7.17452
3768,muyduh_P1_H,533.305,2060.76,1998.81,6.49924,4.5047,6.48986
3769,muyvio_P1_charged,503.297,1378.46,1086.81,4.09774,3.22304,3.96666
3772,muzvua_P1,442.801,1647.31,1442.13,6.29282,4.92678,6.28391
3773,nabcea_P1_charged_H,1186.09,1484.83,1343.09,5.41816,3.08548,5.41194
3775,nabjuz_P1,247.384,1032.33,817.96,5.33933,3.55306,5.30038
3776,nabkag_P1,247.377,1018.54,806.501,5.39373,2.88681,5.39186
3778,nabkio_P1,260.789,1067.84,862.283,5.58807,3.81556,5.58807
3779,nabkou_P1,297.554,1169.83,983.843,5.84022,4.22095,5.82908
3781,nabmua01_P1_H,251.282,1494.18,1215.91,5.50521,5.37749,5.50521
3782,nabmua_P1_H,250.272,1484.53,1211.02,5.51092,5.20824,5.49657
3785,nabtet_P1,196.107,619.044,484.865,4.11081,3.64668,4.10367
3786,nacres_P1_charged,1275.37,2001.8,2518.05,8.1918,4.41831,8.1918
3787,nacsuj_P1_charged,450.519,1419.59,1065.14,6.1469,3.25352,6.1469
3788,nacvui_P1_charged,226.286,1586.58,1369.78,4.76825,3.79525,4.75462
3789,nacyog_P1,238.181,966.127,603.03,5.04759,3.24602,5.04759
3790,nadbaz_P1,2266.77,1859.98,1845.4,6.5395,4.96775,6.19873
3794,nagbuu_P1_H,190.926,512.188,283.407,4.20415,3.19451,4.19063
3795,nagkeo_P1_charged,2631.55,2039.59,1695.7,8.21773,4.1748,8.18484
3796,nahfio_P1,767.781,1552.18,1409.35,5.2589,3.87482,5.25696
3797,nahfou_P1_charged,286.962,1110.91,866.5,5.06142,2.85562,5.0594
3799,najsup_P1,1272.72,2314.28,1837.95,5.26404,4.37158,5.26404
3800,najtaw_P1,1346.04,2384.2,1918.22,5.2692,4.41901,5.2692
3801,najtea_P1,1042.26,1930.48,1468.6,5.40709,3.98617,5.40709
3803,nalyeg_P1_H,453.149,1589.28,975.011,10.92136,10.0452,10.92136
3812,nanyux_P1_charged,188.307,1139.94,889.839,4.33616,3.41214,4.05123
3813,napfug01_P1,2809.82,2468.59,4122.21,9.32559,8.242,9.32201
3814,napfug_P1,2172.52,1934.76,1593.62,5.05041,3.15047,5.0495
3815,napjex_P1_H,8222.04,2028.33,2456.09,11.14521,6.86956,11.1452
3816,napjib_P1_H,7418.81,1850.16,2081.93,11.02813,6.52856,10.39987
3817,napjun_P1_H,8227.62,2017.88,2120.88,10.26259,6.53571,10.25449
3818,naqlat_P1,589.8,1269.76,985.785,4.62479,3.47571,4.62479
3819,naqlaw_P1_H,767.016,1914.11,1500.64,5.8826,3.90956,5.73112
3820,narpoo_P1_H,130.331,767.543,380.967,4.44753,3.14022,4.44224
3821,narpuu_P1_H,146.743,871.581,429.525,4.57962,3.07416,4.57962
3826,nathuo_P1_charged,1243.13,1599.22,1384.72,7.56397,6.68591,7.42764
3828,navjaw01_P1_H,675.635,1697.16,1309.23,9.69504,8.01058,9.69504
3829,navjaw_P1,710.911,1792.04,1366.95,9.4165,8.22745,9.4165
3830,nawdun_P1_H,2516.4,2110.58,2306.27,6.36607,4.26434,6.36607
3832,naybey_P1_charged,1297.97,1363.19,1221.65,7.22829,3.92209,7.22829
3834,naymoq_P1_H,65.1189,279.596,143.005,3.57558,3.22317,3.57558
3835,nayxoc_P1_H,1378.63,2034.05,1776.32,8.15912,4.39171,8.00912
3836,nazzev_P1_H,1131.23,1691.17,1367.31,5.49168,3.49487,5.47559
3838,nebgag_P1,3827.98,2380.11,2601.83,7.4436,4.22974,6.39224
3839,nebnob_P1,522.309,1478.46,1068.08,8.89669,7.37964,8.89669
3840,nebnoz_P1,355.555,1445.33,1269.24,6.01321,5.05928,6.01321
3842,necgel_P1,4805.69,1446.5,1605.16,11.08642,7.02736,11.08642
3843,necgip_P1,5371.79,1622.55,1950.62,13.814,7.1601,13.814
3844,necgov_P1,5982.02,1680.85,1958.45,14.20603,7.94752,14.20603
3845,necgub_P1,2697.2,1602.42,1947.23,14.94549,7.16398,14.72856
3846,nechuc_P1,2688.98,1578.43,1956.29,15.34263,7.62879,15.34067
3847,necjak_P1,2641.52,1576.85,1918.4,15.11002,7.55655,15.10909
3848,necjeo_P1,2682.4,1593.02,1912.86,14.9677,7.38465,14.86032
3849,necjis_P1,2882.07,1627.72,1887.12,15.53341,8.20369,15.47773
3851,nedkal_P1,174.96,500.142,193.664,4.651,4.03001,4.64069
3853,nedwaw_P1,707.886,2319.31,3067.12,8.21752,5.99671,8.17631
3854,nefgud_P1_H,3065.52,2240.36,1548.62,7.23542,5.60831,7.21624
3855,neftoj_P1,969.045,2709.01,2475.17,4.6498,3.62931,4.63069
3856,negheq_P1,287.317,529.796,343.124,4.58042,3.24697,4.58042
3867,nehrie_P1,192.097,742.87,506.023,4.79449,4.10126,4.79448
3868,nehrok_P1,290.388,1052.49,764.944,5.60633,5.31122,5.60633
3869,nehruq_P1,290.672,1053.52,765.69,5.60761,5.31346,5.60761
3870,nehsif_P1,292.941,1062.32,771.669,5.58836,5.29373,5.58836
3871,nehzik_P1,1094.02,1456.73,1212.43,7.30714,4.78146,7.30714
3872,nejkog_P1,179.831,1503.46,1019.56,4.42517,3.72072,4.42517
3874,nekcis01_P1,1860.43,2333.64,2401.18,7.70486,5.35494,7.59266
3875,nekcis_P1,1890.09,2356.05,2439.46,7.81187,5.41976,7.80607
3876,neltuu_P1_charged,136.395,1177.87,770.766,4.56978,3.57723,4.54444
3877,nelveg_P1_charged,163.585,1157.44,599.546,4.86591,3.97624,4.86318
3878,nelwil_P1,66.8522,628.882,373.21,3.57918,2.90369,3.57918
3883,nenfeu_P1_H,1167.1,2467.75,2841.59,6.70631,5.44705,6.70631
3888,nepziu_P1,11467.8,1824.71,1771.85,10.60702,3.47085,10.60702
3890,nermon_P1_H,168.125,566.06,273.379,4.97901,4.355,4.97586
3891,nertah_P1_H,502.98,968.477,713.852,4.51756,2.93975,4.51756
3898,nessov_P1,995.192,1847.2,1790.96,6.24498,3.92618,6.24498
3899,nesvak_P1_charged_H,6401.34,2409.37,2412.86,11.00112,4.28489,10.74866
